0.000000e+00    0.000000e+00
5.000000e-02    1.751994e-02
1.000000e-01    3.500705e-02
1.500000e-01    5.242859e-02
2.000000e-01    6.975204e-02
2.500000e-01    8.694518e-02
3.000000e-01    1.039762e-01
3.500000e-01    1.208137e-01
4.000000e-01    1.374271e-01
4.500000e-01    1.537864e-01
5.000000e-01    1.698622e-01
5.500000e-01    1.856262e-01
6.000000e-01    2.010511e-01
6.500000e-01    2.161104e-01
7.000000e-01    2.307788e-01
7.500000e-01    2.450323e-01
8.000000e-01    2.588480e-01
8.500000e-01    2.722044e-01
9.000000e-01    2.850812e-01
9.500000e-01    2.974597e-01
1.000000e+00    3.093226e-01
1.050000e+00    3.206539e-01
1.100000e+00    3.314393e-01
1.150000e+00    3.416661e-01
1.200000e+00    3.513231e-01
1.250000e+00    3.604004e-01
1.300000e+00    3.688901e-01
1.350000e+00    3.767857e-01
1.400000e+00    3.840823e-01
1.450000e+00    3.907765e-01
1.500000e+00    3.968664e-01
1.550000e+00    4.023519e-01
1.600000e+00    4.072341e-01
1.650000e+00    4.115158e-01
1.700000e+00    4.152011e-01
1.750000e+00    4.182954e-01
1.800000e+00    4.208057e-01
1.850000e+00    4.227402e-01
1.900000e+00    4.241082e-01
1.950000e+00    4.249202e-01
2.000000e+00    4.251882e-01
2.050000e+00    4.249247e-01
2.100000e+00    4.241436e-01
2.150000e+00    4.228595e-01
2.200000e+00    4.210881e-01
2.250000e+00    4.188456e-01
2.300000e+00    4.161492e-01
2.350000e+00    4.130165e-01
2.400000e+00    4.094658e-01
2.450000e+00    4.055159e-01
2.500000e+00    4.011861e-01
2.550000e+00    3.964958e-01
2.600000e+00    3.914650e-01
2.650000e+00    3.861137e-01
2.700000e+00    3.804620e-01
2.750000e+00    3.745304e-01
2.800000e+00    3.683391e-01
2.850000e+00    3.619084e-01
2.900000e+00    3.552584e-01
2.950000e+00    3.484091e-01
3.000000e+00    3.413802e-01
3.050000e+00    3.341913e-01
3.100000e+00    3.268616e-01
3.150000e+00    3.194097e-01
3.200000e+00    3.118541e-01
3.250000e+00    3.042127e-01
3.300000e+00    2.965029e-01
3.350000e+00    2.887417e-01
3.400000e+00    2.809453e-01
3.450000e+00    2.731296e-01
3.500000e+00    2.653096e-01
3.550000e+00    2.575000e-01
3.600000e+00    2.497146e-01
3.650000e+00    2.419665e-01
3.700000e+00    2.342684e-01
3.750000e+00    2.266321e-01
3.800000e+00    2.190688e-01
3.850000e+00    2.115889e-01
3.900000e+00    2.042023e-01
3.950000e+00    1.969181e-01
4.000000e+00    1.897446e-01
4.050000e+00    1.826897e-01
4.100000e+00    1.757604e-01
4.150000e+00    1.689631e-01
4.200000e+00    1.623037e-01
4.250000e+00    1.557872e-01
4.300000e+00    1.494183e-01
4.350000e+00    1.432008e-01
4.400000e+00    1.371382e-01
4.450000e+00    1.312332e-01
4.500000e+00    1.254882e-01
4.550000e+00    1.199050e-01
4.600000e+00    1.144847e-01
4.650000e+00    1.092282e-01
4.700000e+00    1.041359e-01
4.750000e+00    9.920781e-02
4.800000e+00    9.444338e-02
4.850000e+00    8.984184e-02
4.900000e+00    8.540203e-02
4.950000e+00    8.112245e-02
5.000000e+00    7.700132e-02
5.050000e+00    7.303658e-02
5.100000e+00    6.922591e-02
5.150000e+00    6.556676e-02
5.200000e+00    6.205638e-02
5.250000e+00    5.869181e-02
5.300000e+00    5.546995e-02
5.350000e+00    5.238754e-02
5.400000e+00    4.944117e-02
5.450000e+00    4.662737e-02
5.500000e+00    4.394253e-02
5.550000e+00    4.138300e-02
5.600000e+00    3.894503e-02
5.650000e+00    3.662488e-02
5.700000e+00    3.441873e-02
5.750000e+00    3.232277e-02
5.800000e+00    3.033319e-02
5.850000e+00    2.844618e-02
5.900000e+00    2.665794e-02
5.950000e+00    2.496471e-02
6.000000e+00    2.336278e-02
6.050000e+00    2.184846e-02
6.100000e+00    2.041813e-02
6.150000e+00    1.906824e-02
6.200000e+00    1.779529e-02
6.250000e+00    1.659587e-02
6.300000e+00    1.546662e-02
6.350000e+00    1.440430e-02
6.400000e+00    1.340574e-02
6.450000e+00    1.246784e-02
6.500000e+00    1.158761e-02
6.550000e+00    1.076217e-02
6.600000e+00    9.988698e-03
6.650000e+00    9.264492e-03
6.700000e+00    8.586937e-03
6.750000e+00    7.953520e-03
6.800000e+00    7.361820e-03
6.850000e+00    6.809514e-03
6.900000e+00    6.294373e-03
6.950000e+00    5.814262e-03
7.000000e+00    5.367138e-03
7.050000e+00    4.951050e-03
7.100000e+00    4.564137e-03
7.150000e+00    4.204622e-03
7.200000e+00    3.870817e-03
7.250000e+00    3.561115e-03
7.300000e+00    3.273989e-03
7.350000e+00    3.007991e-03
7.400000e+00    2.761750e-03
7.450000e+00    2.533967e-03
7.500000e+00    2.323414e-03
7.550000e+00    2.128930e-03
7.600000e+00    1.949422e-03
7.650000e+00    1.783857e-03
7.700000e+00    1.631264e-03
7.750000e+00    1.490729e-03
7.800000e+00    1.361393e-03
7.850000e+00    1.242451e-03
7.900000e+00    1.133145e-03
7.950000e+00    1.032770e-03
8.000000e+00    9.406597e-04
8.050000e+00    8.561961e-04
8.100000e+00    7.787998e-04
8.150000e+00    7.079301e-04
8.200000e+00    6.430832e-04
8.250000e+00    5.837896e-04
8.300000e+00    5.296124e-04
8.350000e+00    4.801454e-04
8.400000e+00    4.350111e-04
8.450000e+00    3.938593e-04
8.500000e+00    3.563652e-04
8.550000e+00    3.222278e-04
8.600000e+00    2.911685e-04
8.650000e+00    2.629297e-04
8.700000e+00    2.372734e-04
8.750000e+00    2.139797e-04
8.800000e+00    1.928459e-04
8.850000e+00    1.736853e-04
8.900000e+00    1.563256e-04
8.950000e+00    1.406087e-04
9.000000e+00    1.263890e-04
9.050000e+00    1.135328e-04
9.100000e+00    1.019176e-04
9.150000e+00    9.143070e-05
9.200000e+00    8.196919e-05
9.250000e+00    7.343869e-05
9.300000e+00    6.575293e-05
9.350000e+00    5.883305e-05
9.400000e+00    5.260702e-05
9.450000e+00    4.700914e-05
9.500000e+00    4.197951e-05
9.550000e+00    3.746355e-05
9.600000e+00    3.341160e-05
9.650000e+00    2.977846e-05
9.700000e+00    2.652309e-05
9.750000e+00    2.360821e-05
9.800000e+00    2.100000e-05
9.850000e+00    1.866778e-05
9.900000e+00    1.658377e-05
